label
8
0
3
16
8
13
3
0
13
6
13
0
1
6
0
10
3
6
13
3
6
16
10
13
6
1
10
0
8
13
0
8
13
6
8
10
3
10
6
13
10
0
3
13
6
16
6
3
13
16
8
13
0
10
6
13
0
13
10
16
3
1
0
8
1
3
13
6
1
3
6
1
10
13
16
6
3
0
10
16
13
0
6
16
0
13
3
1
13
0
3
6
0
10
3
1
16
10
3
16
13
6
0
1
6
3
8
16
8
0
3
16
1
16
1
8
10
3
8
1
3
16
0
10
16
0
1
13
16
1
6
10
16
13
10
3
13
8
13
10
3
10
0
3
8
16
0
10
6
3
13
0
13
8
1
6
1
16
6
10
1
10
0
16
3
1
10
8
0
1
8
10
0
16
0
0
13
16
10
11
8
13
10
6
11
1
8
7
0
6
3
8
7
1
10
7
6
10
16
3
10
13
0
16
0
1
8
13
16
3
8
13
0
10
7
8
0
10
7
3
16
8
10
16
11
0
11
6
16
0
6
16
1
6
7
1
6
0
8
13
1
16
10
0
10
16
0
10
3
11
13
16
0
13
11
10
8
3
10
0
6
8
11
6
13
3
13
16
8
3
0
16
0
11
6
8
16
3
10
1
3
6
8
3
10
8
1
3
6
10
0
8
13
10
16
8
13
6
16
3
0
16
10
0
13
6
10
0
3
8
6
16
1
3
8
1
10
8
0
0
8
8
16
18
13
10
6
18
13
10
16
0
16
11
18
10
0
8
13
11
6
16
18
13
0
18
0
16
3
6
0
16
6
10
0
8
13
10
0
3
13
10
0
18
3
0
16
8
18
10
13
6
13
10
0
13
8
16
10
18
8
13
10
6
0
11
10
6
18
6
16
11
18
0
13
10
10
8
16
6
13
16
3
6
0
6
0
8
18
0
13
6
3
0
6
13
18
0
10
13
16
13
0
10
8
6
18
6
18
0
8
13
10
0
16
6
8
13
16
8
10
6
18
8
10
8
18
10
6
0
8
6
10
8
0
6
8
8
0
13
0
16
13
6
18
13
3
13
0
3
8
13
10
8
6
18
0
3
16
10
0
16
18
0
8
3
10
16
18
10
13
0
8
10
16
8
18
10
8
18
16
0
18
3
6
10
16
0
13
10
10
16
0
10
15
8
4
16
10
4
3
8
4
6
3
18
8
10
18
16
3
18
4
8
10
15
4
10
4
3
18
6
10
8
3
8
15
18
16
6
18
4
16
18
10
3
6
16
8
18
10
16
15
16
4
3
15
4
8
16
16
18
18
18
18
14
8
6
16
18
10
6
3
10
8
10
4
8
3
10
14
8
18
16
18
10
4
10
14
6
8
14
8
4
8
18
14
10
6
18
10
14
3
14
3
6
14
10
8
4
18
6
3
6
3
18
10
14
16
14
8
10
10
0
6
8
18
0
13
18
16
3
18
13
6
8
10
8
6
0
6
16
0
13
6
18
0
18
3
10
18
8
0
16
3
8
10
0
18
10
6
18
13
10
18
13
8
16
0
13
16
8
10
16
3
13
8
3
0
0
8
18
0
0
8
2
6
0
8
10
18
6
2
18
0
6
13
10
18
8
0
10
2
8
6
0
10
0
2
13
16
0
2
10
6
18
10
16
13
2
18
16
2
0
16
13
10
13
2
8
18
0
10
8
2
16
6
10
10
2
0
10
0
2
16
13
10
6
2
8
13
16
18
8
10
18
16
2
0
10
2
10
8
18
2
8
16
13
10
16
0
2
6
10
2
16
8
6
13
6
16
18
10
8
6
13
0
6
18
10
0
13
18
10
0
8
2
18
10
18
2
10
16
2
8
12
10
16
13
0
10
16
2
0
2
18
0
16
12
13
0
2
8
16
0
10
2
12
10
13
2
0
8
13
2
8
0
2
12
0
16
18
8
10
16
0
12
13
2
16
8
2
10
18
12
8
10
16
0
8
8
0
8
2
12
5
13
16
9
8
13
5
12
9
16
8
9
5
18
16
2
13
18
0
12
5
18
9
16
18
5
13
16
2
0
13
5
18
9
12
13
5
2
9
5
10
9
0
8
12
16
2
10
13
9
16
0
8
5
2
10
12
8
5
13
2
18
9
16
13
10
12
5
16
13
5
5
12
9
13
16
0
5
12
8
9
13
0
8
18
9
10
13
5
18
16
12
10
13
0
10
9
16
2
0
5
12
16
0
2
5
8
13
9
5
18
12
10
16
2
10
8
5
0
2
5
18
8
10
0
13
10
9
12
16
8
5
9
2
16
13
0
9
10
5
0
10
5
0
0
12
8
13
5
17
0
18
13
8
9
5
2
13
9
8
12
18
13
10
9
0
18
5
10
2
13
8
0
18
13
2
10
9
18
8
5
13
9
2
17
12
2
13
17
0
8
9
12
18
8
17
0
8
10
2
18
17
5
8
0
17
2
12
9
17
18
8
13
18
8
